Type,Group,SgPic,PlPic,Sg,Pl,opt1,opt2,opt3,opt4,opt5,opt6,opt7,opt8,ItemID,Ask for singular or plural?,objects,SgPicZip,PlPicZip
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1-XIh16Zsgrgad-0Qx36UoxLUjh-fL_DT=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1dVOJaOSOyyiZFiRzXLISz7wuSa2Kl_mc=s3200-k-iv1,fosav,fosek,fosav,fosek,fosib,fosod,fosug,fosal,fosit,fosup,1,Singular,bananas,One banana.jpg,Two bananas.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1-XIh16Zsgrgad-0Qx36UoxLUjh-fL_DT=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1dVOJaOSOyyiZFiRzXLISz7wuSa2Kl_mc=s3200-k-iv1,fosav,fosek,fosav,fosek,fosib,fosod,fosug,fosal,fosit,fosup,1,Singular,bananas,One banana.jpg,Two bananas.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1-XIh16Zsgrgad-0Qx36UoxLUjh-fL_DT=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1dVOJaOSOyyiZFiRzXLISz7wuSa2Kl_mc=s3200-k-iv1,fosav,fosek,fosav,fosek,fosib,fosod,fosug,fosal,fosit,fosup,1,Singular,bananas,One banana.jpg,Two bananas.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1-XIh16Zsgrgad-0Qx36UoxLUjh-fL_DT=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1dVOJaOSOyyiZFiRzXLISz7wuSa2Kl_mc=s3200-k-iv1,fosug,fosal,fosav,fosek,fosib,fosod,fosug,fosal,fosit,fosup,1,Singular,bananas,One banana.jpg,Two bananas.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1-XIh16Zsgrgad-0Qx36UoxLUjh-fL_DT=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1dVOJaOSOyyiZFiRzXLISz7wuSa2Kl_mc=s3200-k-iv1,fosib,fosod,fosav,fosek,fosib,fosod,fosug,fosal,fosit,fosup,1,Singular,bananas,One banana.jpg,Two bananas.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1-XIh16Zsgrgad-0Qx36UoxLUjh-fL_DT=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1dVOJaOSOyyiZFiRzXLISz7wuSa2Kl_mc=s3200-k-iv1,fosib,fosod,fosav,fosek,fosib,fosod,fosug,fosal,fosit,fosup,1,Singular,bananas,One banana.jpg,Two bananas.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/12-GHvY_6ksWkw3lmW4dfygxtWPgWzOU9=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1h1nR3c4NlrHtN4gNi8Y0iTkn0AKy0yBm=s3200-k-iv1,namib,namod,namav,namek,namib,namod,namug,namal,namit,namup,2,Singular,bears,One bear.jpg,Two bears.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/12-GHvY_6ksWkw3lmW4dfygxtWPgWzOU9=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1h1nR3c4NlrHtN4gNi8Y0iTkn0AKy0yBm=s3200-k-iv1,namav,namek,namav,namek,namib,namod,namug,namal,namit,namup,2,Singular,bears,One bear.jpg,Two bears.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/12-GHvY_6ksWkw3lmW4dfygxtWPgWzOU9=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1h1nR3c4NlrHtN4gNi8Y0iTkn0AKy0yBm=s3200-k-iv1,namib,namod,namav,namek,namib,namod,namug,namal,namit,namup,2,Singular,bears,One bear.jpg,Two bears.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/12-GHvY_6ksWkw3lmW4dfygxtWPgWzOU9=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1h1nR3c4NlrHtN4gNi8Y0iTkn0AKy0yBm=s3200-k-iv1,namav,namek,namav,namek,namib,namod,namug,namal,namit,namup,2,Singular,bears,One bear.jpg,Two bears.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/12-GHvY_6ksWkw3lmW4dfygxtWPgWzOU9=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1h1nR3c4NlrHtN4gNi8Y0iTkn0AKy0yBm=s3200-k-iv1,namug,namal,namav,namek,namib,namod,namug,namal,namit,namup,2,Singular,bears,One bear.jpg,Two bears.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/12-GHvY_6ksWkw3lmW4dfygxtWPgWzOU9=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1h1nR3c4NlrHtN4gNi8Y0iTkn0AKy0yBm=s3200-k-iv1,namug,namal,namav,namek,namib,namod,namug,namal,namit,namup,2,Singular,bears,One bear.jpg,Two bears.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1p-sgYihEglZCuLRlvxoYkllkDa5NSkPO=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1jaiipOg5MdI6D4etlPxwzd77xwwjaF3l=s3200-k-iv1,herib,herod,herav,herek,herib,herod,herug,heral,herit,herup,3,Singular,calculators,One calculator.jpg,Two calculators.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1p-sgYihEglZCuLRlvxoYkllkDa5NSkPO=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1jaiipOg5MdI6D4etlPxwzd77xwwjaF3l=s3200-k-iv1,herib,herod,herav,herek,herib,herod,herug,heral,herit,herup,3,Singular,calculators,One calculator.jpg,Two calculators.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1p-sgYihEglZCuLRlvxoYkllkDa5NSkPO=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1jaiipOg5MdI6D4etlPxwzd77xwwjaF3l=s3200-k-iv1,herib,herek,herav,herek,herib,herod,herug,heral,herit,herup,3,Singular,calculators,One calculator.jpg,Two calculators.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1p-sgYihEglZCuLRlvxoYkllkDa5NSkPO=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1jaiipOg5MdI6D4etlPxwzd77xwwjaF3l=s3200-k-iv1,herav,herek,herav,herek,herib,herod,herug,heral,herit,herup,3,Singular,calculators,One calculator.jpg,Two calculators.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1p-sgYihEglZCuLRlvxoYkllkDa5NSkPO=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1jaiipOg5MdI6D4etlPxwzd77xwwjaF3l=s3200-k-iv1,herav,herod,herav,herek,herib,herod,herug,heral,herit,herup,3,Singular,calculators,One calculator.jpg,Two calculators.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1p-sgYihEglZCuLRlvxoYkllkDa5NSkPO=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1jaiipOg5MdI6D4etlPxwzd77xwwjaF3l=s3200-k-iv1,herib,herod,herav,herek,herib,herod,herug,heral,herit,herup,3,Singular,calculators,One calculator.jpg,Two calculators.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1lQr4HMhNy-psm9AM_L-3s3mek84O6a6K=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1SlpyDbWZzPXw1cZT-OWxce5JGzyiuHWc=s3200-k-iv1,vipav,vipek,vipav,vipek,vipib,vipod,vipug,vipal,vipit,vipup,4,Singular,avocados,One avocado.jpg,Two avocados.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1lQr4HMhNy-psm9AM_L-3s3mek84O6a6K=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1SlpyDbWZzPXw1cZT-OWxce5JGzyiuHWc=s3200-k-iv1,vipib,vipod,vipav,vipek,vipib,vipod,vipug,vipal,vipit,vipup,4,Singular,avocados,One avocado.jpg,Two avocados.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1lQr4HMhNy-psm9AM_L-3s3mek84O6a6K=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1SlpyDbWZzPXw1cZT-OWxce5JGzyiuHWc=s3200-k-iv1,vipib,vipek,vipav,vipek,vipib,vipod,vipug,vipal,vipit,vipup,4,Singular,avocados,One avocado.jpg,Two avocados.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1lQr4HMhNy-psm9AM_L-3s3mek84O6a6K=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1SlpyDbWZzPXw1cZT-OWxce5JGzyiuHWc=s3200-k-iv1,vipib,vipod,vipav,vipek,vipib,vipod,vipug,vipal,vipit,vipup,4,Singular,avocados,One avocado.jpg,Two avocados.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1lQr4HMhNy-psm9AM_L-3s3mek84O6a6K=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1SlpyDbWZzPXw1cZT-OWxce5JGzyiuHWc=s3200-k-iv1,vipav,vipod,vipav,vipek,vipib,vipod,vipug,vipal,vipit,vipup,4,Singular,avocados,One avocado.jpg,Two avocados.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1lQr4HMhNy-psm9AM_L-3s3mek84O6a6K=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1SlpyDbWZzPXw1cZT-OWxce5JGzyiuHWc=s3200-k-iv1,vipug,vipal,vipav,vipek,vipib,vipod,vipug,vipal,vipit,vipup,4,Singular,avocados,One avocado.jpg,Two avocados.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1APbyh7hVZqWtIttn1NwGR0Daulb5xM9g=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1pNmhfOCe022JvC3m29KLH1jPe7uRWYWp=s3200-k-iv1,gutib,gutod,gutav,gutek,gutib,gutod,gutug,gutal,gutit,gutup,5,Singular,cans,One can.jpg,Two cans.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1APbyh7hVZqWtIttn1NwGR0Daulb5xM9g=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1pNmhfOCe022JvC3m29KLH1jPe7uRWYWp=s3200-k-iv1,gutib,gutod,gutav,gutek,gutib,gutod,gutug,gutal,gutit,gutup,5,Singular,cans,One can.jpg,Two cans.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1APbyh7hVZqWtIttn1NwGR0Daulb5xM9g=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1pNmhfOCe022JvC3m29KLH1jPe7uRWYWp=s3200-k-iv1,gutav,gutod,gutav,gutek,gutib,gutod,gutug,gutal,gutit,gutup,5,Singular,cans,One can.jpg,Two cans.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1APbyh7hVZqWtIttn1NwGR0Daulb5xM9g=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1pNmhfOCe022JvC3m29KLH1jPe7uRWYWp=s3200-k-iv1,gutav,gutek,gutav,gutek,gutib,gutod,gutug,gutal,gutit,gutup,5,Singular,cans,One can.jpg,Two cans.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1APbyh7hVZqWtIttn1NwGR0Daulb5xM9g=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1pNmhfOCe022JvC3m29KLH1jPe7uRWYWp=s3200-k-iv1,gutug,gutal,gutav,gutek,gutib,gutod,gutug,gutal,gutit,gutup,5,Singular,cans,One can.jpg,Two cans.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1APbyh7hVZqWtIttn1NwGR0Daulb5xM9g=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1pNmhfOCe022JvC3m29KLH1jPe7uRWYWp=s3200-k-iv1,gutav,gutek,gutav,gutek,gutib,gutod,gutug,gutal,gutit,gutup,5,Singular,cans,One can.jpg,Two cans.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1Hge-hE82ee_JChO34UBT-9_dvE4XabCK=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1tYhJgwZ6wK0kW4vZhXurW9EET5WW2xK3=s3200-k-iv1,savib,savod,savav,savek,savib,savod,savug,saval,savit,savup,6,Singular,casettes,One casette.jpg,Two casettes.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1Hge-hE82ee_JChO34UBT-9_dvE4XabCK=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1tYhJgwZ6wK0kW4vZhXurW9EET5WW2xK3=s3200-k-iv1,savav,savod,savav,savek,savib,savod,savug,saval,savit,savup,6,Singular,casettes,One casette.jpg,Two casettes.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1Hge-hE82ee_JChO34UBT-9_dvE4XabCK=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1tYhJgwZ6wK0kW4vZhXurW9EET5WW2xK3=s3200-k-iv1,savav,savek,savav,savek,savib,savod,savug,saval,savit,savup,6,Singular,casettes,One casette.jpg,Two casettes.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1Hge-hE82ee_JChO34UBT-9_dvE4XabCK=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1tYhJgwZ6wK0kW4vZhXurW9EET5WW2xK3=s3200-k-iv1,savug,saval,savav,savek,savib,savod,savug,saval,savit,savup,6,Singular,casettes,One casette.jpg,Two casettes.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1Hge-hE82ee_JChO34UBT-9_dvE4XabCK=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1tYhJgwZ6wK0kW4vZhXurW9EET5WW2xK3=s3200-k-iv1,savav,savek,savav,savek,savib,savod,savug,saval,savit,savup,6,Singular,casettes,One casette.jpg,Two casettes.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1Hge-hE82ee_JChO34UBT-9_dvE4XabCK=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1tYhJgwZ6wK0kW4vZhXurW9EET5WW2xK3=s3200-k-iv1,savit,savup,savav,savek,savib,savod,savug,saval,savit,savup,6,Singular,casettes,One casette.jpg,Two casettes.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1-um4xxtvq-pNC793_vctm28O07w0fpy1=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1mHqr72UDbtbjj--W-0_0j9czziuNFLgX=s3200-k-iv1,yezav,yezek,yezav,yezek,yezib,yezod,yezug,yezal,yezit,yezup,7,Singular,chairs,One chair.jpg,Two chairs.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1-um4xxtvq-pNC793_vctm28O07w0fpy1=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1mHqr72UDbtbjj--W-0_0j9czziuNFLgX=s3200-k-iv1,yezav,yezek,yezav,yezek,yezib,yezod,yezug,yezal,yezit,yezup,7,Singular,chairs,One chair.jpg,Two chairs.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1-um4xxtvq-pNC793_vctm28O07w0fpy1=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1mHqr72UDbtbjj--W-0_0j9czziuNFLgX=s3200-k-iv1,yezav,yezod,yezav,yezek,yezib,yezod,yezug,yezal,yezit,yezup,7,Singular,chairs,One chair.jpg,Two chairs.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1-um4xxtvq-pNC793_vctm28O07w0fpy1=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1mHqr72UDbtbjj--W-0_0j9czziuNFLgX=s3200-k-iv1,yezav,yezek,yezav,yezek,yezib,yezod,yezug,yezal,yezit,yezup,7,Singular,chairs,One chair.jpg,Two chairs.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1-um4xxtvq-pNC793_vctm28O07w0fpy1=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1mHqr72UDbtbjj--W-0_0j9czziuNFLgX=s3200-k-iv1,yezav,yezek,yezav,yezek,yezib,yezod,yezug,yezal,yezit,yezup,7,Singular,chairs,One chair.jpg,Two chairs.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1-um4xxtvq-pNC793_vctm28O07w0fpy1=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1mHqr72UDbtbjj--W-0_0j9czziuNFLgX=s3200-k-iv1,yezit,yezup,yezav,yezek,yezib,yezod,yezug,yezal,yezit,yezup,7,Singular,chairs,One chair.jpg,Two chairs.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1mkva0s5Z81FrpngCVw34a_gHqfmLmsQc=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1qVXZUNIJ2IjYOqU1CBXu4jeUlzEl6AYj=s3200-k-iv1,tigib,tigod,tigav,tigek,tigib,tigod,tigug,tigal,tigit,tigup,8,Singular,clocks,One clock.jpg,Two clocks.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1mkva0s5Z81FrpngCVw34a_gHqfmLmsQc=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1qVXZUNIJ2IjYOqU1CBXu4jeUlzEl6AYj=s3200-k-iv1,tigav,tigod,tigav,tigek,tigib,tigod,tigug,tigal,tigit,tigup,8,Singular,clocks,One clock.jpg,Two clocks.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1mkva0s5Z81FrpngCVw34a_gHqfmLmsQc=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1qVXZUNIJ2IjYOqU1CBXu4jeUlzEl6AYj=s3200-k-iv1,tigib,tigod,tigav,tigek,tigib,tigod,tigug,tigal,tigit,tigup,8,Singular,clocks,One clock.jpg,Two clocks.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1mkva0s5Z81FrpngCVw34a_gHqfmLmsQc=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1qVXZUNIJ2IjYOqU1CBXu4jeUlzEl6AYj=s3200-k-iv1,tigug,tigal,tigav,tigek,tigib,tigod,tigug,tigal,tigit,tigup,8,Singular,clocks,One clock.jpg,Two clocks.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1mkva0s5Z81FrpngCVw34a_gHqfmLmsQc=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1qVXZUNIJ2IjYOqU1CBXu4jeUlzEl6AYj=s3200-k-iv1,tigav,tigek,tigav,tigek,tigib,tigod,tigug,tigal,tigit,tigup,8,Singular,clocks,One clock.jpg,Two clocks.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1mkva0s5Z81FrpngCVw34a_gHqfmLmsQc=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1qVXZUNIJ2IjYOqU1CBXu4jeUlzEl6AYj=s3200-k-iv1,tigav,tigek,tigav,tigek,tigib,tigod,tigug,tigal,tigit,tigup,8,Singular,clocks,One clock.jpg,Two clocks.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1XrBQmhPsvirm0f8xzCMPynm-3ueOcxJi=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1c-QuUwGebqYycv8QdcXZe1xdffDPxymx=s3200-k-iv1,ronib,ronod,ronav,ronek,ronib,ronod,ronug,ronal,ronit,ronup,9,Singular,computers,One computer.jpg,Two computers.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1XrBQmhPsvirm0f8xzCMPynm-3ueOcxJi=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1c-QuUwGebqYycv8QdcXZe1xdffDPxymx=s3200-k-iv1,ronav,ronek,ronav,ronek,ronib,ronod,ronug,ronal,ronit,ronup,9,Singular,computers,One computer.jpg,Two computers.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1XrBQmhPsvirm0f8xzCMPynm-3ueOcxJi=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1c-QuUwGebqYycv8QdcXZe1xdffDPxymx=s3200-k-iv1,ronib,ronek,ronav,ronek,ronib,ronod,ronug,ronal,ronit,ronup,9,Singular,computers,One computer.jpg,Two computers.jpg
Training & Test,4,https://lh3.googleusercontent.com/u/0/d/1XrBQmhPsvirm0f8xzCMPynm-3ueOcxJi=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1c-QuUwGebqYycv8QdcXZe1xdffDPxymx=s3200-k-iv1,ronug,ronal,ronav,ronek,ronib,ronod,ronug,ronal,ronit,ronup,9,Singular,computers,One computer.jpg,Two computers.jpg
Training & Test,5,https://lh3.googleusercontent.com/u/0/d/1XrBQmhPsvirm0f8xzCMPynm-3ueOcxJi=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1c-QuUwGebqYycv8QdcXZe1xdffDPxymx=s3200-k-iv1,ronav,ronod,ronav,ronek,ronib,ronod,ronug,ronal,ronit,ronup,9,Singular,computers,One computer.jpg,Two computers.jpg
Training & Test,6,https://lh3.googleusercontent.com/u/0/d/1XrBQmhPsvirm0f8xzCMPynm-3ueOcxJi=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1c-QuUwGebqYycv8QdcXZe1xdffDPxymx=s3200-k-iv1,ronib,ronod,ronav,ronek,ronib,ronod,ronug,ronal,ronit,ronup,9,Singular,computers,One computer.jpg,Two computers.jpg
Training & Test,1,https://lh3.googleusercontent.com/u/0/d/1bPmXFw2B8xm-BRGwmj0Tbsb4NUQ6t-eq=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/12QV7u5fFtLi0sup8YRUa7PLA_zpFmlfy=s3200-k-iv1,zupav,zupek,zupav,zupek,zupib,zupod,zupug,zupal,zupit,zupup,10,Singular,plates,One plate.jpg,Two plates.jpg
Training & Test,2,https://lh3.googleusercontent.com/u/0/d/1bPmXFw2B8xm-BRGwmj0Tbsb4NUQ6t-eq=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/12QV7u5fFtLi0sup8YRUa7PLA_zpFmlfy=s3200-k-iv1,zupav,zupod,zupav,zupek,zupib,zupod,zupug,zupal,zupit,zupup,10,Singular,plates,One plate.jpg,Two plates.jpg
Training & Test,3,https://lh3.googleusercontent.com/u/0/d/1bPmXFw2B8xm-BRGwmj0Tbsb4NUQ6t-eq=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/12QV7u5fFtLi0sup8YRUa7PLA_zpFmlfy=s3200-k-iv1,zupav,zupek,zupav,zupek,zupib,zupod,zupug,zupal,zupit,zupup,10,Singular,plates,One plate.jpg,Two plates.jpg
